d,unixTs,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gateIo,kucoin,kraken,cryptoCom,dydx,deltaExchange,openInterestFutures
2021-01-31,1612051200,1918431390.7387,1004599391.6555,1961680375.3165,,799091722.8465,925400614.9746,1206245956.8187,387730354.2386,,,152772422.2772,,,,
2021-02-01,1612137600,1893445398.5108,1016743765.3568,1847875011.8931,,805135217.0583,927093456.6665,1185130505.6857,373378462.9279,,,167420209.8423,,,,
2021-02-02,1612224000,1887330345.0840,969478849.0510,1837819064.3538,,827387642.1783,900766071.3151,1133225439.7416,378534245.4345,,,156716356.0575,,,,
2021-02-03,1612310400,1964299676.3641,1127635470.7749,2018959952.0280,,808184769.5631,1010923005.9825,1209519165.6770,401540545.1698,,,162254170.4310,,,,
2021-02-04,1612396800,2067553366.7129,1246014199.3259,2112671646.9301,,841687036.0626,967633844.6674,1268751847.8021,426626172.3018,,,168363605.7317,,,,
2021-02-05,1612483200,2017116657.7617,1265788714.0768,2132270916.1355,,876257523.0268,957436017.9610,1288513215.8314,417739726.2658,,,170133072.0267,,,,
2021-02-06,1612569600,2161845836.8266,1488111497.0630,2177293550.9943,,896809632.9203,982039657.0639,1367053406.0091,433281303.9167,,,178897039.0901,,,,
2021-02-07,1612656000,2340905908.3920,1567424187.6429,2324299637.0380,,942431799.6991,999901767.6461,1492018301.4392,440720455.5786,,,227876926.5448,,,,
2021-02-08,1612742400,2315795158.4821,1742880143.9240,2212415280.4688,,926454355.7039,906415420.3243,1450084236.1577,438497211.4767,,,202480084.4552,,,,
2021-02-09,1612828800,2809198824.9741,1886998861.5754,2470123723.4110,,1030264687.8736,1008128820.3945,1647745198.9222,526232084.2213,,,235161373.8792,,,,
2021-02-10,1612915200,2797929612.0586,1774455968.3366,2412496583.5802,,1100120032.2586,1018545888.4279,1622052649.4239,525638143.2355,,,224569447.0914,,,,
2021-02-11,1613001600,2720309017.9582,1799862921.5893,2418519006.0944,,1118077562.0011,996743759.1256,1732420618.5494,507931335.0906,,,230038288.0838,,,,
2021-02-12,1613088000,3104611110.3809,1973910282.6535,2526369394.9002,,1168611939.7776,1064209446.9242,1744737385.8835,543782441.1927,,,251504642.8283,,,,
2021-02-13,1613174400,2978338920.4691,1975779703.2548,2465771109.8015,,1181663206.9031,1022370954.8409,1772541166.5983,536791979.9958,,,257184912.7698,,,,
2021-02-14,1613260800,2918761534.4163,1966284480.6218,2477723659.7960,,1211856140.0827,1040904364.9821,1817347142.3207,534610431.4912,,,251745028.3191,,,,
2021-02-15,1613347200,3188611854.2689,2201021779.7038,2610829656.8259,,1251665553.1242,1088433677.9751,1872119217.1987,556109149.7147,,,266492207.4454,,,,
2021-02-16,1613433600,2980888701.3229,2150146103.5989,2483962941.7768,,1264515523.5930,1051347142.2143,1782713720.7262,549320365.6385,,,266297748.9263,,,,
2021-02-17,1613520000,3094966597.1791,2181662760.5306,2604398103.6465,,1310132133.8386,1084624830.5299,1868594053.7603,569857629.0320,,,280559029.7805,,,,
2021-02-18,1613606400,3350828138.0983,2497014217.3363,2789148427.9103,,1334296451.6140,1199598664.2546,2078246748.6428,613221555.0621,,,298204119.6152,,,,
2021-02-19,1613692800,3241532543.0159,2496374201.9726,2686549071.4492,,1357165859.8369,1163497123.5241,2044445676.7703,613208808.0685,,,281219406.5947,,,,
2021-02-20,1613779200,3408770861.6098,2313046243.5226,2706810231.5042,,1415058962.2123,1216444817.9191,2104727364.5293,671872548.6992,,,283838423.2426,,,,
2021-02-21,1613865600,3241001914.2870,2247454143.5761,2463346310.3961,,1427439029.0262,1170454507.8213,1970438975.8310,674611697.0554,,,274029077.8407,,,,
2021-02-22,1613952000,3367500358.0158,2444793876.6154,2548641117.9435,,1455701876.3377,1216670244.3817,2038232603.4730,693452056.7764,,,294547739.2167,,,,
2021-02-23,1614038400,3052067736.9170,1987061554.0530,2459938797.6883,,1402232663.5027,1125290231.0701,1881129517.8780,612313630.3302,,,274434369.6770,,,,
2021-02-24,1614124800,2739215457.9950,1740829652.0073,2495753917.6003,,1403749760.9057,1087238450.4781,1852147108.6222,552821809.6893,,,246329950.1170,,,,
2021-02-25,1614211200,2897726098.8291,1704709456.8016,2438082812.6795,,1421814272.9142,1113163455.1190,1787220205.1431,561543627.2252,,,232456343.5173,,1264.8000,,
2021-02-26,1614297600,2813001204.6798,1835387471.3453,2291469619.0279,,1456139081.9005,1115259842.8784,1780256010.7634,531571166.4835,,,225011213.2953,,1513.0863,,
2021-02-27,1614384000,2580318605.9009,1759413018.2747,2214686793.2753,,1259447693.1816,1101394448.0825,1647599246.4555,557212602.9497,,,219883342.9638,,10709.1000,,
2021-02-28,1614470400,2581566079.6263,1784425276.0970,2211568201.3474,,1266424393.4840,1129529246.9609,1656845764.0447,555299679.4732,,,208796928.1441,,12447.4770,,
2021-03-01,1614556800,2669550445.4028,1771529082.0167,2258432476.3729,,1294730320.4914,1127314945.5882,1558995016.8310,543380913.2303,,,210808931.2737,,10905.4400,,
2021-03-02,1614643200,2789583432.1711,2067244881.0091,2280664783.9245,,1278840180.9048,1134913885.0411,1624778982.2052,596166772.1662,,,213011408.6206,,0.0000,,
2021-03-03,1614729600,2722605512.1095,2019487095.2968,2297317393.7882,,1260353992.1626,1128312049.4627,1592811206.9349,582693511.0940,,,206093727.4697,,0.0000,,
2021-03-04,1614816000,2827126370.8964,2245127712.5667,2432957521.0310,,1293869068.3274,1190972983.7096,1695111069.1650,605723091.1992,,,216203328.8513,,0.0000,,
2021-03-05,1614902400,2775104412.7543,2182103326.9429,2295123464.3926,,1331872704.1200,1208032086.4468,1613644752.7202,581428946.7192,,,217482039.1513,,0.0000,,
2021-03-06,1614988800,2766706884.9343,1988175713.3089,2282027701.8119,,1317175033.4126,1194112580.8930,1639726296.6815,587491393.8096,,,210960805.6026,,0.0000,,
2021-03-07,1615075200,2756208786.0590,1970566593.0027,2279462826.4518,,1327130789.7569,1183950089.5332,1683156834.8484,587917177.9202,,,213375550.7301,,0.0000,,
2021-03-08,1615161600,2963143291.3294,2179801960.7909,2421687017.2118,,1299830435.9585,1218496673.2107,1839447485.4335,613344953.5313,,,225803812.0891,,0.0000,,
2021-03-09,1615248000,3271006486.5416,2493785776.3888,2507450013.5836,,1306664404.9833,1230575675.9916,1910191646.9600,630046173.8999,,,237481386.5470,,0.0000,,
2021-03-10,1615334400,3427037628.6991,3037710344.1608,2647577866.6037,,1339898137.5978,1285125347.1869,1991654586.9713,659773312.0362,,,244978163.5186,,0.0000,,
2021-03-11,1615420800,3561971374.9668,3446838219.3195,2758368237.2330,,1396966404.7079,1239838638.9103,2105599950.9735,672756894.3756,,,281979916.7084,,0.0000,,
2021-03-12,1615507200,3853195091.8287,3493895501.0690,2896965498.8322,,1430427847.3061,1228689004.1047,2254909362.5244,696628811.1177,,,298836100.1338,,0.0000,,
2021-03-13,1615593600,3648723214.0060,3704936021.7724,2791996487.6323,,1417378327.1008,1275243606.2985,2218487619.3267,688438896.0505,,,298534147.9619,,0.0000,,
2021-03-14,1615680000,4182301245.9010,3779211228.6901,3214076805.8250,,1539324221.6864,1338571536.5472,2577841397.1995,736773637.8303,,,339892260.9172,,0.0000,,
2021-03-15,1615766400,4159389864.6791,3819183087.0643,3110484842.6427,,1568700826.7010,1356691405.2284,2488867336.2806,711397316.6192,,,328632050.1484,,0.0000,,
2021-03-16,1615852800,3653991765.7559,3603292507.8103,2872254910.7296,,1575521093.8156,1307111732.1059,2145482497.4086,669283638.6034,,,294418383.4338,,0.0000,,
2021-03-17,1615939200,3677134871.7133,3092192088.0594,2870900981.9861,,1545575685.6701,1244774445.6347,2110655280.4071,684691560.9844,,,300169070.0107,,0.0000,,
2021-03-18,1616025600,3762511760.2157,3116969993.4244,2898622253.7744,,1542349464.4218,1344946824.5815,2165367983.9326,711912869.3139,,,300867522.7149,,0.0000,,
2021-03-19,1616112000,3711755261.1578,3392253653.0561,2983448271.4032,,1579815145.0554,1376176494.9310,2139313336.6638,694917774.8927,,,301238396.0785,,0.0000,,
2021-03-20,1616198400,3674287944.0298,3327630654.3280,2889079103.0503,,1559494229.2395,1376833689.2815,2119865016.0242,699480189.3361,,,294481545.8490,,0.0000,,
2021-03-21,1616284800,3718621415.5081,3279146460.4386,2957128504.9077,,1587464875.8017,1401288132.3821,2293690925.0027,699427649.6796,,,297581724.8344,,0.0000,,
2021-03-22,1616371200,3732052324.3695,3372278471.0780,2954542802.7341,,1580417698.2922,1402682894.9539,2308176958.9860,690830888.8345,,,283341763.5849,,0.0000,,
2021-03-23,1616457600,3653759581.1868,3256072821.4905,2878427280.8092,,1596552517.0556,1380855310.7647,2388880405.5431,652097410.7519,,,277772635.1705,,0.0000,,
2021-03-24,1616544000,3681833948.1467,3181782893.7391,2864734441.3961,,1570364113.6278,1322209975.4654,2333251321.9936,654218239.3641,,,267613425.8110,,0.0000,,
2021-03-25,1616630400,3497917031.9752,2880689012.1091,2865728836.5997,,1600928284.9866,1397587119.2281,2249481717.2114,630793833.6044,,,272604725.4394,,0.0000,,
2021-03-26,1616716800,3442075320.7986,2735556226.2850,2842952813.4410,,1582919204.2152,1313008013.6484,2239600182.0770,618117342.0467,,,257458353.1273,,0.0000,,
2021-03-27,1616803200,3590993884.6629,2766050542.1382,2552244649.1293,,1371350119.2412,1238903343.6180,2169228909.3443,663455696.9382,,,254351202.7662,,0.0000,,
2021-03-28,1616889600,3585093489.2734,2762834905.0391,2614067508.1739,,1367860743.3770,1287715119.8627,2171982401.2297,673322858.4323,,,261846447.1148,,0.0000,,
2021-03-29,1616976000,3577194468.0134,2860993585.7906,2608321728.6035,,1380193858.1422,1305184334.8117,2138358605.4086,671648070.0748,,,268269622.8665,,0.0000,,
2021-03-30,1617062400,3799297344.5332,3138969199.7199,2909822019.7535,,1471805556.4867,1389047945.3425,2362987734.2854,694338077.0136,,,285367041.9434,,675901.8247,,
2021-03-31,1617148800,4059287986.4854,3604124137.7480,3111429560.4542,,1566699035.6494,1409036755.5185,2451511420.8680,708652383.6485,,,300614618.3435,,1009572.4560,,
2021-04-01,1617235200,4134029298.2568,3532076851.4109,3047641506.7227,,1598614163.4361,1432181297.3930,2417969036.2854,707855647.1224,,,316306032.0191,,1278569.8992,,
2021-04-02,1617321600,4107562340.0593,3585691078.3742,2956631126.0946,,1609808115.5231,1427081515.1212,2377610132.7945,708605556.9061,,,320182546.9978,,1294102.8185,,
2021-04-03,1617408000,4233203772.1484,3797627478.3741,3045702980.6020,,1620290764.8716,1489751459.5394,2420435621.5286,714304830.9155,,,345443631.5181,,1156125.5155,,
2021-04-04,1617494400,4233868480.0796,3884701476.6180,3013997087.1399,,1641792254.1080,1479788311.5345,2486528001.0102,690199745.2221,,,337302068.2653,,868482.0855,,
2021-04-05,1617580800,4256924956.2208,3789395369.7495,3021609928.1227,,1607890449.1074,1429655823.5970,2456916217.2057,704829192.3370,,,333778380.5102,,861124.8240,,
2021-04-06,1617667200,4314230045.6977,3895745526.9288,3134473098.4738,,1648729552.5000,1454280470.9598,2508580246.2901,717003188.8874,,,340324777.9770,,1023973.2192,,
2021-04-07,1617753600,4240579582.3195,3990678362.0639,3075181910.5791,,1643168840.8767,1481572749.1580,2515205864.6944,702076321.8142,,,358049037.5008,,1124067.7500,,
2021-04-08,1617840000,4227572509.0909,3902349003.4808,2958150406.7446,,1646185623.1513,1448831500.9698,2442096884.0315,677189284.6744,,,349716244.4307,,750505.4213,,
2021-04-09,1617926400,4189367129.6666,3734970426.8134,2990438165.6029,,1638920649.4105,1360542192.0727,2428100045.1898,703480529.6208,,,362084885.8853,,1250839.5526,,
2021-04-10,1618012800,4207113274.4612,3710751260.7102,3098737699.0308,,1659983133.2111,1371160628.7346,2396958651.8508,703480379.5723,,,367871306.2756,,2599620.7143,,
2021-04-11,1618099200,4446015246.0154,3881567970.4833,3412365860.5691,,1750816098.2717,1470958175.7156,2614958649.0324,724197460.9289,,,386967900.4311,,3262262.7358,,
2021-04-12,1618185600,4550058866.9066,4065580960.4116,3429449706.5121,,1754081813.1563,1435190671.8074,2650648803.7197,726776817.3296,,,393399340.9622,,3256562.5132,,
2021-04-13,1618272000,4681527423.6681,4321878685.3655,3468028604.3136,,1833091643.5161,1470124210.2392,2729060145.7018,724226972.0138,,,415668132.9039,,3657754.2620,,
2021-04-14,1618358400,5229362267.1171,4610454851.0766,3742400561.2443,,1895337623.8267,1509989516.0452,3065325234.3944,774764805.0265,,,435910407.7224,,4022130.2923,,
2021-04-15,1618444800,5029598534.8267,4737156798.9501,3486459606.8583,,1896388234.8414,1499885594.4458,2911682184.2750,771789647.5634,,,421093949.4176,,3799853.6146,,
2021-04-16,1618531200,5010520782.8318,4633004736.1188,3508985432.6199,,1888860252.2562,1521306253.8975,2907326445.0870,775811755.0530,,,418323530.5608,,4065433.7050,,
2021-04-17,1618617600,4785473266.2531,4757276424.0148,3222516567.9140,,1783250966.6580,1461193082.0420,2826595741.4118,752591000.1847,,,406387045.2730,,3614138.9733,,
2021-04-18,1618704000,4773486574.3680,4876674296.6482,3195918727.2780,,1806337192.7512,1466753500.2323,2738759767.7471,736264920.0877,,,415469373.8436,,3208823.8455,,
2021-04-19,1618790400,3614824511.9581,4515385789.2441,2620080636.1271,,1721626634.3591,1342456837.4589,2199655875.3699,689545804.7295,,,294511868.6956,,3706264.7760,,
2021-04-20,1618876800,3475946058.7410,4130666013.2243,2442667495.3303,,1725213086.4700,1335004679.6051,2060409734.1455,683397321.1712,,,285317880.0760,,4550953.3290,,
2021-04-21,1618963200,3586150072.0839,3782988989.4608,2434601832.2651,,1739314868.3865,1335137194.4217,2061869777.8042,693892888.7533,,,282042111.9248,,4969256.2920,,
2021-04-22,1619049600,3542079391.4663,3545380221.3648,2404879048.8417,,1796400654.9983,1390859584.6041,2017340281.7405,663427837.8148,,,285299282.2159,,5121237.6470,,
2021-04-23,1619136000,3573578497.1092,3184150010.7686,2408365154.6027,,1847088366.9945,1321674900.9031,1981517961.3636,640550649.7588,,,284793292.8029,,4729244.4865,,
2021-04-24,1619222400,3450241858.0640,2818790635.3010,2302420827.9088,,1741793874.6369,1341874100.7079,1949723823.8839,632083067.5051,,,289272592.4276,,4661465.1863,,
2021-04-25,1619308800,3559570747.2706,2686554596.4125,2298973489.4706,,1710000094.0544,1341272033.3734,1951823783.5610,618750395.8093,,,284966390.6514,,5032294.2904,,
2021-04-26,1619395200,3548614867.4049,2740998682.7019,2307484607.0899,,1708315291.1633,1326308320.6325,1965681926.5615,609021613.9357,,,291372517.1526,,4762851.6031,,
2021-04-27,1619481600,3398870510.6785,2426867403.8224,2284310675.4456,,1703822747.6866,1274888408.8270,1956854848.9261,664791731.3794,,,279262405.8304,,5979567.8165,,
2021-04-28,1619568000,3444865027.3196,2592306483.5195,2302536897.5622,,1668679388.9523,1285030670.4410,1989258819.4958,676586383.6309,,,270885591.0387,,5823244.3094,,
2021-04-29,1619654400,3390813744.2743,2445349699.3696,2272853795.6074,,1692634720.3811,1283648492.2730,1917923524.5776,676713210.4735,,,272715218.1689,,5596254.0686,,
2021-04-30,1619740800,3507774148.5242,2549918847.4234,2302499147.8949,,1707575842.8918,1278384494.3578,1994285621.1280,663174371.1144,,,276483616.8416,,5422901.5445,,
2021-05-01,1619827200,3790202669.1836,2778089550.9335,2384087924.4532,,1577508804.1753,1286653911.3708,2085763554.4656,705296860.7559,,,277337460.6578,,5848397.0514,,
2021-05-02,1619913600,3857734340.5891,2875336038.8181,2387799665.6225,,1584228352.0596,1242911643.7968,2055491594.8676,710371965.9677,,,295870237.3741,,5685368.1801,,
2021-05-03,1620000000,3873522475.0720,2958728773.2216,2371706002.8980,,1592005468.4569,1248922366.1239,2079486296.0553,695739715.8406,,,291869112.3519,,5916024.1456,,
2021-05-04,1620086400,3946221892.9359,2930510521.5649,2361284017.2282,,1607570262.4139,1253510624.3101,1981547579.9972,704512821.1209,,,305186852.4730,,6160643.3648,,
2021-05-05,1620172800,3757570182.4289,2707002507.4020,2332812262.9924,,1608579425.8697,1225269652.3194,2229114882.6538,654524405.7088,,,318373411.2906,,5954918.8387,,
2021-05-06,1620259200,3767001153.6617,2643286834.2752,2397427036.5905,,1598018348.3392,1203864956.4664,2303392911.8378,709663101.2538,,,322014249.8578,,6474641.1868,,
2021-05-07,1620345600,3854678241.5371,2708790060.6385,2376084750.4826,,1592259933.6872,1232826213.1050,2289848999.1752,695070656.5455,,,327094616.1300,,6254305.0081,,
2021-05-08,1620432000,3746895661.8041,2653643646.8193,2385676372.1687,,1566971959.2836,1235577577.9255,2298554897.9620,706609486.5411,,,325360638.1745,,6450504.1944,,
2021-05-09,1620518400,3944494903.3370,2790807624.6614,2515366282.5882,,1586974594.2572,1223437499.8441,2285486889.9410,724469497.8910,,,331119380.5024,,6489808.9496,,
2021-05-10,1620604800,4014134291.0830,2807290529.4010,2399206729.2242,,1575612589.8473,1263031778.6667,2239162768.0383,717818201.0000,,,329703275.1002,,7234053.2418,,
2021-05-11,1620691200,4069615598.4925,2880352483.3653,2407970717.5820,,1642140148.3054,1291024524.3199,2257711790.6720,687545172.5703,,,344362403.6389,,7865334.2303,,
2021-05-12,1620777600,4096214674.4070,2811999193.1691,2461288255.8127,,1621858756.1616,1264511315.0112,2260050521.4523,699000274.4133,,,337807501.0199,,8162549.0955,,
2021-05-13,1620864000,3827455980.5923,2735533624.1846,2355096158.5454,,1671680423.5587,1227763756.9512,2434584627.4009,588343457.9783,,,333936481.3660,,6520568.2164,,
2021-05-14,1620950400,3805700448.9000,2450761942.1943,2273020393.0829,,1639581450.5859,1191016198.8913,2203833742.4306,611585236.1737,,,310288521.2256,,7986159.8722,,
2021-05-15,1621036800,3785553201.1190,2401683417.2971,2222510745.3868,,1614320371.4501,1181794818.8621,2208132866.5464,612176010.9712,,,303057176.8804,,7794085.7196,,
2021-05-16,1621123200,3910577674.1133,2519752460.4271,2246749396.8624,,1624289969.7298,1198031997.9086,2301367418.9030,575439667.4717,,,313936467.8021,,8015508.4835,,
2021-05-17,1621209600,3880067493.5061,2383045716.6296,2268580895.6986,,1613713440.3025,1186069071.6462,2201521676.0368,572788888.9740,,,304576656.5962,,8219650.0313,,
2021-05-18,1621296000,3906092928.9182,2154131871.3962,2220023550.0777,,1596873655.2445,1136730435.4558,2023801314.3808,537396998.3540,,,289125796.7549,,8408102.0979,,
2021-05-19,1621382400,3778684709.5393,2200966058.9915,2195551763.1408,,1597369831.2715,1118842739.8141,2012010016.8448,528535842.6437,,,268909542.8712,,8431484.0879,,
2021-05-20,1621468800,2058966426.8389,1779858197.2348,1414602409.2113,,1410292239.7356,779150395.6729,1191358329.8259,442014342.6035,,,192165580.9220,,4861262.6928,,
2021-05-21,1621555200,2142156438.5154,1827819529.6134,1366093361.7877,,1419929899.0888,762243432.7361,1191047624.5011,489581066.7236,,,188055162.4038,,5112337.8380,,
2021-05-22,1621641600,2212279122.4899,1533419065.1028,1429572679.7149,,1399404505.9312,795798767.8644,1177325821.3540,449197085.5401,,,189433845.4902,,4676124.1296,,
